,target,pred,category,bcountry,nat,movement,out,embedding,lstm,hidden
72,0.0,[0.61875814],"['http://dbpedia.org/resource/Category:19th-century_American_memoirists', 'http://dbpedia.org/resource/Category:19th-century_American_painters', 'http://dbpedia.org/resource/Category:People_from_Center_Harbor,_New_Hampshire', 'http://dbpedia.org/resource/Category:American_military_personnel_of_the_Mexican–American_War']",['unknown'],['unknown'],['unknown'],0,3,23,9
73,0.0,[0.3259507],['http://dbpedia.org/resource/Category:20th-century_Dutch_painters'],['unknown'],['unknown'],['unknown'],0,4,24,2
74,0.0,[0.39145398],"['http://dbpedia.org/resource/Category:Artists_from_Toulouse', 'http://dbpedia.org/resource/Category:French_male_painters']",['unknown'],['unknown'],['unknown'],0,5,11,10
75,0.0,[0.7310714],"['http://dbpedia.org/resource/Category:18th-century_English_painters', 'http://dbpedia.org/resource/Category:1770_deaths', 'http://dbpedia.org/resource/Category:English_portrait_painters', 'http://dbpedia.org/resource/Category:English_male_painters', 'http://dbpedia.org/resource/Category:1726_births', 'http://dbpedia.org/resource/Category:Royal_Academicians']",['unknown'],['unknown'],['unknown'],0,3,23,19
76,0.0,[0.05822497],['http://dbpedia.org/resource/Category:1943_births'],['unknown'],['unknown'],['unknown'],0,4,24,0
77,1.0,[0.71659446],"['http://dbpedia.org/resource/Category:20th-century_German_male_artists', 'http://dbpedia.org/resource/Category:German_male_painters', 'http://dbpedia.org/resource/Category:Emigrants_from_Nazi_Germany_to_the_Netherlands', 'http://dbpedia.org/resource/Category:1884_births', 'http://dbpedia.org/resource/Category:Brooklyn_Museum_Art_School_faculty', 'http://dbpedia.org/resource/Category:People_from_the_Kingdom_of_Saxony', 'http://dbpedia.org/resource/Category:1950_deaths', 'http://dbpedia.org/resource/Category:German_Expressionist_painters', 'http://dbpedia.org/resource/Category:Artists_from_Leipzig']",['http://dbpedia.org/resource/http://dbpedia.org/resource/Germany'],['http://dbpedia.org/resource/German_people'],"['http://dbpedia.org/resource/Expressionism', 'http://dbpedia.org/resource/New_Objectivity']",0,20,5,23
78,0.0,[0.27751985],"['http://dbpedia.org/resource/Category:Artists_from_Hartford,_Connecticut', 'http://dbpedia.org/resource/Category:Painters_from_Connecticut', 'http://dbpedia.org/resource/Category:Art_Students_League_of_New_York_alumni', 'http://dbpedia.org/resource/Category:1876_births']",['unknown'],['American'],['unknown'],0,1,9,0
79,1.0,[0.81699115],"['http://dbpedia.org/resource/Category:People_from_the_Electorate_of_Hesse', 'http://dbpedia.org/resource/Category:German_male_painters', 'http://dbpedia.org/resource/Category:Düsseldorf_school_of_painting']",['unknown'],['unknown'],['unknown'],0,5,20,24
80,0.0,[0.5597476],['http://dbpedia.org/resource/Category:1748_deaths'],['unknown'],['unknown'],['unknown'],0,4,24,9
81,1.0,[0.6623051],"['http://dbpedia.org/resource/Category:19th-century_Danish_male_artists', 'http://dbpedia.org/resource/Category:Burials_at_Vestre_Cemetery,_Copenhagen', 'http://dbpedia.org/resource/Category:Danish_portrait_painters', 'http://dbpedia.org/resource/Category:20th-century_Danish_painters', 'http://dbpedia.org/resource/Category:1864_births']",['unknown'],['unknown'],['unknown'],0,4,24,14
82,0.0,[0.71015424],"['http://dbpedia.org/resource/Category:American_male_essayists', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:People_from_Como,_Mississippi', 'http://dbpedia.org/resource/Category:20th-century_American_male_writers', 'http://dbpedia.org/resource/Category:20th-century_American_dramatists_and_playwrights', 'http://dbpedia.org/resource/Category:Writers_of_American_Southern_literature', 'http://dbpedia.org/resource/Category:Southern_Agrarians']",['unknown'],['unknown'],['unknown'],0,4,24,19
83,0.0,[0.12420019],['http://dbpedia.org/resource/Category:Living_people'],['unknown'],['American'],['unknown'],0,3,19,0
84,1.0,[0.9547067],"['http://dbpedia.org/resource/Category:20th-century_Russian_male_artists', 'http://dbpedia.org/resource/Category:Leningrad_School_artists', 'http://dbpedia.org/resource/Category:Repin_Institute_of_Arts_alumni', 'http://dbpedia.org/resource/Category:Members_of_the_Leningrad_Union_of_Artists', 'http://dbpedia.org/resource/Category:1907_births', 'http://dbpedia.org/resource/Category:Russian_male_painters', 'http://dbpedia.org/resource/Category:Russian_portrait_painters']",['unknown'],['unknown'],['http://dbpedia.org/resource/Realist_visual_arts'],0,0,20,24
85,0.0,[0.09970705],"['http://dbpedia.org/resource/Category:Aosdána_members', 'http://dbpedia.org/resource/Category:20th-century_Irish_women_artists', 'http://dbpedia.org/resource/Category:20th-century_English_painters', 'http://dbpedia.org/resource/Category:British_expatriates_in_France', 'http://dbpedia.org/resource/Category:20th-century_English_women_artists', 'http://dbpedia.org/resource/Category:English_women_painters', 'http://dbpedia.org/resource/Category:English_people_of_Irish_descent', 'http://dbpedia.org/resource/Category:Irish_women_painters', 'http://dbpedia.org/resource/Category:21st-century_English_women_artists']",['unknown'],['British'],['unknown'],0,3,19,0
86,1.0,[0.6054261],"['http://dbpedia.org/resource/Category:20th-century_Hungarian_male_artists', 'http://dbpedia.org/resource/Category:Subjects_of_Nazi_art_appropriations', 'http://dbpedia.org/resource/Category:Hatvany_family', 'http://dbpedia.org/resource/Category:Artists_from_Budapest', 'http://dbpedia.org/resource/Category:Hungarian_art_collectors']",['http://dbpedia.org/resource/Hungary'],['http://dbpedia.org/resource/Hungary'],['unknown'],0,20,0,21
87,0.0,[0.48319715],"['http://dbpedia.org/resource/Category:Artists_from_Lexington,_Kentucky', 'http://dbpedia.org/resource/Category:American_women_painters', 'http://dbpedia.org/resource/Category:20th-century_American_sculptors', 'http://dbpedia.org/resource/Category:21st-century_American_women_artists', 'http://dbpedia.org/resource/Category:University_of_Kentucky_alumni', 'http://dbpedia.org/resource/Category:20th-century_American_painters']",['unknown'],['American'],['unknown'],0,20,0,15
88,0.0,[0.22590227],"['http://dbpedia.org/resource/Category:Expatriates_of_the_Holy_Roman_Empire_in_Italy', 'http://dbpedia.org/resource/Category:Painters_from_Antwerp']",['unknown'],['unknown'],['unknown'],0,2,14,0
89,0.0,[0.6152408],"['http://dbpedia.org/resource/Category:National_Academy_of_Design_members', 'http://dbpedia.org/resource/Category:American_watercolorists', 'http://dbpedia.org/resource/Category:Royal_Academy_of_Fine_Arts_(Antwerp)_alumni', 'http://dbpedia.org/resource/Category:1829_births']",['unknown'],['unknown'],['unknown'],0,4,24,9
90,1.0,[0.6361616],"['http://dbpedia.org/resource/Category:German_male_painters', 'http://dbpedia.org/resource/Category:19th-century_German_painters', 'http://dbpedia.org/resource/Category:1766_births']",['unknown'],['unknown'],['unknown'],0,4,24,14
91,0.0,[0.22236659],"['http://dbpedia.org/resource/Category:1812_births', 'http://dbpedia.org/resource/Category:19th-century_Belgian_male_artists', 'http://dbpedia.org/resource/Category:Artists_from_Ghent']",['unknown'],['unknown'],['unknown'],0,17,3,0
92,1.0,[0.72834855],"['http://dbpedia.org/resource/Category:1649_deaths', 'http://dbpedia.org/resource/Category:17th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Painters_from_Venice', 'http://dbpedia.org/resource/Category:Painters_from_Padua']",['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Italian_people'],['http://dbpedia.org/resource/Mannerism'],0,23,15,23
93,1.0,[0.39806464],"['http://dbpedia.org/resource/Category:Italian_art_historians', 'http://dbpedia.org/resource/Category:Italian_male_non-fiction_writers', 'http://dbpedia.org/resource/Category:Artist_authors', 'http://dbpedia.org/resource/Category:1534_births', 'http://dbpedia.org/resource/Category:Painters_from_Venice']",['unknown'],['unknown'],['unknown'],0,13,4,10
94,1.0,[0.48013854],"['http://dbpedia.org/resource/Category:Priyayi', 'http://dbpedia.org/resource/Category:Indonesian_Freemasons', 'http://dbpedia.org/resource/Category:Indonesian_people_of_Yemeni_descent', 'http://dbpedia.org/resource/Category:1880_deaths']",['http://dbpedia.org/resource/Indonesia'],['unknown'],['http://dbpedia.org/resource/Romanticism'],0,21,1,15
95,1.0,[0.63312465],"['http://dbpedia.org/resource/Category:People_from_Greenwich_Village', 'http://dbpedia.org/resource/Category:1958_births', 'http://dbpedia.org/resource/Category:LGBT_people_from_Pennsylvania', 'http://dbpedia.org/resource/Category:American_social_activists', 'http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:American_LGBT_writers', 'http://dbpedia.org/resource/Category:LGBT_businesspeople_from_the_United_States']",['unknown'],['unknown'],['unknown'],0,20,0,21
96,1.0,[0.34706554],"['http://dbpedia.org/resource/Category:Academy_of_Fine_Arts,_Munich_alumni', 'http://dbpedia.org/resource/Category:19th-century_Greek_painters', 'http://dbpedia.org/resource/Category:1832_births', 'http://dbpedia.org/resource/Category:1904_deaths', 'http://dbpedia.org/resource/Category:People_from_Tinos', 'http://dbpedia.org/resource/Category:Munich_School', 'http://dbpedia.org/resource/Category:Athens_School_of_Fine_Arts_faculty']",['http://dbpedia.org/resource/Greece'],['unknown'],"['http://dbpedia.org/resource/Genre_art', 'http://dbpedia.org/resource/Orientalism', 'http://dbpedia.org/resource/Munich_School']",0,20,0,5
97,0.0,[0.05699521],"['http://dbpedia.org/resource/Category:20th-century_English_women_artists', 'http://dbpedia.org/resource/Category:1962_deaths', ""http://dbpedia.org/resource/Category:People_from_King's_Newton"", 'http://dbpedia.org/resource/Category:1883_births']",['unknown'],['British'],['unknown'],0,14,14,0
98,1.0,[0.3496486],"['http://dbpedia.org/resource/Category:English_film_directors', 'http://dbpedia.org/resource/Category:English_experimental_filmmakers', 'http://dbpedia.org/resource/Category:People_educated_at_Forest_School,_Walthamstow', 'http://dbpedia.org/resource/Category:English_male_painters', 'http://dbpedia.org/resource/Category:Alumni_of_Walthamstow_College_of_Art', 'http://dbpedia.org/resource/Category:20th-century_English_painters', 'http://dbpedia.org/resource/Category:21st-century_English_painters', 'http://dbpedia.org/resource/Category:English_male_screenwriters', 'http://dbpedia.org/resource/Category:20th-century_Welsh_people']",['unknown'],['unknown'],['unknown'],0,5,7,5
99,0.0,[0.3551451],"['http://dbpedia.org/resource/Category:Post-impressionist_painters', 'http://dbpedia.org/resource/Category:2007_deaths', 'http://dbpedia.org/resource/Category:Landscape_artists', 'http://dbpedia.org/resource/Category:1942_births']",['unknown'],['unknown'],['http://dbpedia.org/resource/Post-Impressionism'],0,20,0,10
100,1.0,[0.35427293],['http://dbpedia.org/resource/Category:Paintings_by_Kamal-ol-molk'],['http://dbpedia.org/resource/Iran'],['Iranian'],['http://dbpedia.org/resource/Persian_miniature'],0,4,24,2
101,0.0,[0.17455015],"['http://dbpedia.org/resource/Category:1868_deaths', 'http://dbpedia.org/resource/Category:19th-century_English_painters', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists', 'http://dbpedia.org/resource/Category:1790_births']",['unknown'],['http://dbpedia.org/resource/United_Kingdom'],['unknown'],0,4,24,0
102,0.0,[0.4148681],"['http://dbpedia.org/resource/Category:15th-century_births', 'http://dbpedia.org/resource/Category:15th-century_Austrian_painters', 'http://dbpedia.org/resource/Category:Year_of_death_unknown', 'http://dbpedia.org/resource/Category:Anonymous_artists']",['unknown'],['unknown'],['unknown'],0,20,0,10
103,0.0,[0.6484597],"['http://dbpedia.org/resource/Category:Italian_Renaissance_painters', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:1580s_deaths', 'http://dbpedia.org/resource/Category:16th-century_Italian_painters']",['unknown'],['unknown'],['unknown'],0,20,0,21
104,0.0,[0.08140869],['http://dbpedia.org/resource/Category:1952_births'],['unknown'],['American'],['unknown'],0,4,24,0
105,1.0,[0.8183936],"['http://dbpedia.org/resource/Category:Orientalist_painters', 'http://dbpedia.org/resource/Category:Academic_art']",['http://dbpedia.org/resource/France'],['unknown'],['http://dbpedia.org/resource/Orientalism'],0,4,24,24
106,0.0,[0.1959858],"['http://dbpedia.org/resource/Category:20th-century_Hungarian_male_artists', 'http://dbpedia.org/resource/Category:20th-century_Hungarian_painters', 'http://dbpedia.org/resource/Category:Hungarian_male_painters']",['unknown'],['unknown'],['unknown'],0,4,24,0
107,1.0,[0.7440717],"['http://dbpedia.org/resource/Category:Contemporary_sculptors', 'http://dbpedia.org/resource/Category:American_abstract_artists', 'http://dbpedia.org/resource/Category:2020_deaths']",['unknown'],['American'],['http://dbpedia.org/resource/Op_Art'],0,4,24,19
108,0.0,[0.37186027],"['http://dbpedia.org/resource/Category:1849_deaths', 'http://dbpedia.org/resource/Category:19th-century_male_artists', 'http://dbpedia.org/resource/Category:1809_births', 'http://dbpedia.org/resource/Category:19th-century_Slovenian_painters']",['unknown'],['unknown'],['unknown'],0,4,24,2
109,1.0,[0.72158295],"['http://dbpedia.org/resource/Category:20th-century_Spanish_painters', 'http://dbpedia.org/resource/Category:Real_Academia_de_Bellas_Artes_de_San_Fernando_alumni', 'http://dbpedia.org/resource/Category:People_from_Guadalajara,_Spain']",['unknown'],['unknown'],['unknown'],0,4,24,19
110,1.0,[0.8381756],"['http://dbpedia.org/resource/Category:Neurological_disease_deaths_in_Massachusetts', 'http://dbpedia.org/resource/Category:1890_deaths', 'http://dbpedia.org/resource/Category:Painters_from_New_York_City', 'http://dbpedia.org/resource/Category:19th-century_American_male_artists', 'http://dbpedia.org/resource/Category:1861_births']",['unknown'],['American'],['http://dbpedia.org/resource/American_Impressionism'],0,5,20,24
111,0.0,[0.7254708],"['http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:Italian_painters_of_animals', 'http://dbpedia.org/resource/Category:17th-century_Italian_painters', 'http://dbpedia.org/resource/Category:Italian_engravers', 'http://dbpedia.org/resource/Category:Court_painters']",['unknown'],['unknown'],['unknown'],0,20,5,23
112,0.0,[0.14098728],"['http://dbpedia.org/resource/Category:18th-century_British_painters', 'http://dbpedia.org/resource/Category:British_male_painters']",['unknown'],['unknown'],['unknown'],0,4,24,0
113,1.0,[0.48711723],"['http://dbpedia.org/resource/Category:German_Jews', 'http://dbpedia.org/resource/Category:1879_births', 'http://dbpedia.org/resource/Category:Jewish_German_writers', 'http://dbpedia.org/resource/Category:20th-century_essayists', 'http://dbpedia.org/resource/Category:German_magazine_founders', 'http://dbpedia.org/resource/Category:Foreign_Gulag_detainees', 'http://dbpedia.org/resource/Category:German_expatriates_in_Russia']",['http://dbpedia.org/resource/Germany'],['unknown'],['unknown'],0,21,0,15
114,1.0,[0.7444792],"['http://dbpedia.org/resource/Category:Realist_painters', 'http://dbpedia.org/resource/Category:Members_of_the_Leningrad_Union_of_Artists', 'http://dbpedia.org/resource/Category:Vkhutemas_faculty']",['unknown'],['unknown'],['unknown'],0,23,6,23
115,1.0,[0.49060813],"['http://dbpedia.org/resource/Category:Australian_landscape_painters', 'http://dbpedia.org/resource/Category:1936_births']",['http://dbpedia.org/resource/Australia'],['Australian'],['unknown'],0,4,24,4
